name,RevT,DLM,TCF,TCT,UF,FTs,Size,Art
financial-transactions-data-central-manchester-university-hospitals-nhs-foundation-trust-december,2013-11-16,2011-01-25,2010-12-01,2010-12-31,monthly,{u'CSV': 1},9.5,1
cbc01,2013-06-19,2011-01-25,2010-04-01,2011-01-31,monthly,"{u'CSV': 11, u'XLS': 5}",280.0,16
financial-transactions-data-west-midlands-strategic-health-authority-november-2010,2012-09-29,2011-01-24,2010-11-01,2010-11-30,monthly,{u'CSV': 1},2.2,1
financial-transaction-december,2013-06-19,2011-01-24,2010-12-01,2010-12-31,Mionthly,{u'CSV': 1},4.3,1
financial-transactions-data-west-midlands-strategic-health-authority-december-2010,2012-09-29,2011-01-24,2010-12-01,2010-12-31,monthly,{u'CSV': 1},2.2,1
east-sussex-county-council-committees,2013-11-16,2011-01-24,,,daily,"{u'XML': 1, u'icalendar': 1, u'HTML': 1, u'rss': 1}",478.9,4
local-authority-spend-over-500-wyre-forest-dc,2013-06-19,2011-01-22,2010-10-01,2011-08-31,monthly,{u'CSV': 11},295.4,11
sw-sha-financial-transactions,2012-11-24,2011-01-21,2010-12-01,2010-12-31,monthly,{u'CSV': 1},0.3,1
financial-transactions-data-colchester-hospital-university-nhs-foundation-trust,2013-06-19,2011-01-21,2010-04-01,2011-01-31,monthly,{u'CSV': 29},409.3,29
financial-transactions-data-portsmouth-city-pct,2013-03-13,2011-01-21,2010-04-01,2011-01-31,monthly,{u'CSV': 35},312.6,35
financial-transactions-data-national-patient-safety-agency,2013-06-19,2011-01-21,2010-04-01,2011-02-28,monthly,{u'CSV': 12},11.4,12
east-sussex-county-council-election-results,2013-11-16,2011-01-20,,,"Every 4 years, or when a bi-election is held","{u'HTML': 1, u'html+rdfa': 3}",400.5,4
northern-devon-healthcare-trust,2013-11-16,2011-01-20,2010-12-01,2010-12-31,monthly,{u'CSV': 1},74.1,1
ypla_financial_transactions_december,2013-06-19,2011-01-19,2010-12-01,2010-01-31,monthly,{u'CSV': 1},120.6,1
local-authority-spend-over-500-london-borough-of-hackney,2013-10-24,2011-01-19,2010-09-01,2012-02-29,monthly,{u'CSV': 36},26784.2,36
nhsbristol_expenditure_december2010,2013-06-19,2011-01-19,,,monthly,{u'CSV': 1},42.8,1
financial-transactions-dec,2013-06-19,2011-01-19,2010-12-01,2010-12-31,monthly,{u'XLS': 1},358.9,1
horniman-financial-transactions,2013-06-19,2011-01-19,2010-04-01,2011-02-28,monthly,{u'CSV': 21},126.5,21
financial-transactions-data-brent-primary-care-trust-dec,2013-06-19,2011-01-19,2010-12-01,2010-12-31,monthly,{u'CSV': 1},11.9,1
financial-transactions-data-kingston-hospital-nhs-trust,2013-06-19,2011-01-18,2012-01-01,2012-01-31,monthly,"{u'CSV': 13, u'ZIP': 1}",106.2,14
national_pupil_projections_future_trends_in_pupil_numbers_december_2010,2013-11-16,2011-01-18,,,,"{u'PDF': 1, u'XLS': 2}",85.9,3
financial_reportslocal_authority_expenditure_education_and_childrens_social_care_2009_10,2013-11-16,2011-01-17,,,,{u'HTML': 1},16.5,1
gcse_and_equivalent_results_england_2009_10_revised,2013-11-16,2011-01-17,,,,"{u'PDF': 1, u'XLS': 3}",155.9,4
secondary_school_key_stage_4_performance_tables_england_2009_10,2013-11-16,2011-01-17,,,,{u'HTML': 1},8.4,1
financial-transactions-december-2010,2013-11-16,2011-01-17,2010-12-01,2010-12-31,monthly,{u'XLS': 1},27.5,1
school_revenue_balances_2009_10,2013-11-16,2011-01-17,,,,{u'HTML': 1},16.5,1
school_level_expenditure_data_consistent_financial_reporting_2009_10,2013-11-16,2011-01-17,,,,{u'HTML': 1},15.6,1
financial-transactions-data-redcar-and-cleveland-primary-care-trust-december2010,2013-06-19,2011-01-17,2010-12-01,2010-12-31,monthly,{u'CSV': 1},7.5,1
school_and_college_key_stage_5_performance_tables_england_2009_10,2013-11-16,2011-01-17,,,,{u'HTML': 1},8.4,1
financial-transactions-data-stockton-primary-care-trust-december2010,2013-06-19,2011-01-17,2010-12-01,2010-12-31,monthly,{u'CSV': 1},8.6,1
financial-transactions-data-middlesbrough-primary-care-trust-december2010,2013-06-19,2011-01-17,2010-12-01,2010-12-31,monthly,{u'CSV': 1},9.0,1
gce_applied_gce_a_as_and_equivalent_examination_results_england_2009_10_revised,2013-11-16,2011-01-17,,,,"{u'PDF': 1, u'XLS': 6}",256.2,7
financial-transactions-data-plymouth-pct-dec10,2013-11-16,2011-01-14,2010-12-01,2010-12-30,monthly,{u'CSV': 1},120.3,1
primary_school_key_stage_2_performance_tables_england_2009_10,2013-11-16,2011-01-14,,,,{u'HTML': 1},8.4,1
school_capacity_2009_2010_final,2013-11-16,2011-01-14,,,,"{u'PDF': 1, u'XLS': 1}",57.3,2
cps-hate-crime-and-crimes-against-older-people-report-2009-2010-underlying-data,2013-06-19,2011-01-14,2009-04-01,2010-03-31,annual,{u'CSV': 45},31.0,45
gcse-and-equivalent-attainment-by-pupil-characteristics-england-2009-10,2013-11-16,2011-01-13,,,,"{u'PDF': 1, u'XLS': 1, u'ZIP': 1}",93.8,3
bis-economics-paper-10b-manufacturing-in-uk,2013-06-19,2011-01-13,,,never,{u'XLS': 1},1347.6,1
outcomes_for_children_looked_after_by_local_authorities_england_2010,2013-11-16,2011-01-13,,,,"{u'PDF': 1, u'XLS': 2}",111.8,3
bis-economics-paper-9-economic-growth,2013-06-19,2011-01-13,,,never,{u'XLS': 1},742.4,1
foundation_stage_profile_attainment_by_pupil_characteristics_england_2009_10,2013-11-16,2011-01-13,,,,"{u'PDF': 1, u'XLS': 1}",57.0,2
financial-transactions-data-bis-bbsrc-nov-2010,2013-06-19,2011-01-13,2010-11-01,2010-11-30,once,{u'CSV': 1},73.9,1
bis-economics-paper-10a-manufacturing-in-uk,2013-06-19,2011-01-13,,,never,{u'XLS': 1},359.4,1
key_stage_2_attainment_pupil_characteristics_england_2009_10,2013-11-16,2011-01-12,,,,"{u'PDF': 1, u'XLS': 1}",60.1,2
national_curriculum_assessments_at_key_stage_2_england_2009_10_revised,2013-11-16,2011-01-12,,,,"{u'PDF': 1, u'XLS': 2}",100.9,3
nhm-over-500,2013-11-11,2011-01-11,2010-11-01,2011-02-28,monthly,{u'CSV': 36},22142.1,36
local-authority-spend-over-500-stevenage,2013-02-09,2011-01-11,2010-11-01,2010-11-30,monthly,{u'XLS': 1},3.0,1
financial-transactions-data-so-oag,2013-11-16,2011-01-11,2010-05-12,2010-10-31,monthly,{u'CSV': 5},138.2,5
financial-transactions-data-decc,2013-11-16,2011-01-11,2010-05-12,2010-10-31,monthly,"{u'CSV': 21, u'XLS': 13}",320.1,34
financial-transactions-data-nio,2013-04-13,2011-01-11,2010-05-12,2010-10-31,monthly,{u'XLS': 9},14.3,9
local-authority-spending-over-500-hull-city-council,2013-03-30,2011-01-11,,,monthly,{u'CSV': 4},109.5,4
financial-transactions-data-frimley-park-hospital-nhs-foundation-trust-dec-10,,2011-01-10,2010-12-01,2010-12-31,monthly,{u'CSV': 1},0.0,1
financial-transactions-data-national-lottery-commission,2013-06-19,2011-01-10,2010-04-01,2011-01-31,monthly,{u'CSV': 19},62.2,19
financial-transactions-data-the-royal-orthopaedic-hospital-nhs-foundation-trust,2013-11-16,2011-01-10,2010-04-01,2011-03-31,monthly,"{u'CSV': 9, u'ZIP': 34}",1272.7,43
financial-transactions-wlmht,2013-06-19,2011-01-07,2010-04-01,2011-08-31,monthly,"{u'CSV': 10, u'XLS': 2}",148.1,12
oldt-transactions,2013-03-23,2011-01-07,2010-04-01,2010-09-30,national,{u'CSV': 2},2.5,2
financial_transactions_geffryemuseum,2012-11-15,2011-01-07,2010-04-01,2010-10-31,monthly,{u'CSV': 1},1.2,1
financial-transactions-shropshire-pct-5m2n,2013-06-19,2011-01-07,2010-04-01,2011-01-31,monthly,{u'CSV': 33},383.1,33
financial-transactions-manchester-primary-care-trust,2013-06-19,2011-01-07,2010-04-01,2010-10-31,monthly,"{u'CSV': 7, u'XLS': 29}",3384.1,36
financial-transactions-for-nhs-south-gloucestershire,2013-06-19,2011-01-07,2010-04-01,2010-11-30,Montlhy,{u'CSV': 8},97.2,8
financial_transactions_blt,2013-11-16,2011-01-07,2010-04-01,2010-11-30,monthly,{u'XLS': 8},273.4,8
nhsbristol,2013-11-16,2011-01-06,2010-04-01,2011-04-31,monthly,{u'CSV': 30},1088.9,30
allocation-of-science-and-research-funding-2011-12-to-2014-15,2013-06-19,2011-01-06,,,never,{u'CSV': 4},5.4,4
financial-transactions-data-royal-free-hampstead-nhs-trust,2013-06-19,2011-01-06,2010-04-01,2011-01-31,monthly,{u'CSV': 6},185.0,6
staff-organograms-and-pay-epsrc,2013-06-19,2011-01-06,,,Bi-annually,"{u'PDF': 1, u'RDF': 1, u'CSV': 5}",236.1,7
uk-transparency-in-procurement-tender-documents,2013-11-16,2011-01-06,,,Weekly,"{u'XML': 1, u'HTML': 1}",9822.8,2
financial-transactions-morecambe-bay,2013-06-19,2011-01-05,2010-04-01,2010-11-30,monthly,{u'CSV': 8},48.0,8
financial-transactions-data-ago-cps,2013-11-09,2011-01-05,2010-05-12,2013-09-03,monthly,{u'CSV': 42},1003.4,42
dclg-core-financial-and-performance-tables,,2011-01-05,2004,2011,,{},0.0,0
financial-transactions-data-gla,2013-06-19,2010-12-30,2010-04-01,2012-08-31,monthly,{u'CSV': 17},4.5,17
financial-transactions-data-nfc,2013-06-19,2010-12-30,2010-04-01,2012-08-31,monthly,{u'CSV': 18},47.0,18
financial-transactions-data-crc,2013-06-19,2010-12-30,2010-04-01,2010-10-31,monthly,{u'CSV': 7},129.0,7
financial-transactions-data-sdc,2013-06-19,2010-12-30,,,monthly,{u'CSV': 4},2.7,4
financial-transactions-data-east-midlands-ambulance-service-nhs-trust-nov,2013-06-19,2010-12-24,2010-11-01,2010-11-30,monthly,{u'CSV': 1},35.5,1
financial-transactions-data-central-manchester-university-hospitals-nhs-foundation-trust-november,2013-10-26,2010-12-23,2010-11-01,2010-11-30,monthly,{u'CSV': 1},9.5,1
exceptions-to-cross-government-moratoria-on-spend-in-the-department-of-energy-and-climate-change,2013-04-12,2010-12-23,2010-05-24,2010-10-31,,"{u'CSV': 1, u'XLS': 1}",3.5,2
financial-transactions-data-alder-hey-childrens-hospital-nhs-foundation-trust,2013-08-02,2010-12-23,2010-04-01,2010-11-30,monthly,{u'jpg': 6},71.5,6
underlying-data-third-cps-violence-against-women-annual-report-2009-2010,2013-06-19,2010-12-23,2006,2010,annual,{u'CSV': 42},29.3,42
financial-transactions-data-north-bristol-nhs-trust-november-2010,2013-04-13,2010-12-22,2010-11-01,2010-11-30,monthly,{u'CSV': 1},11.5,1
financial-transactions-data-mhra,2013-06-19,2010-12-22,2010-04-01,2011-01-31,monthly,{u'CSV': 10},60.3,10
financial-transactions-data-qeii,2013-06-19,2010-12-22,2010-04-01,2011-01-31,monthly,{u'CSV': 10},97.8,10
financial-transactions-data-croydon-health-services-nhs-trust,2013-06-19,2010-12-22,2012-06-01,2012-06-30,monthly,{u'CSV': 27},123.9,27
financial-transactions-data-sandwell_pct_november2010,2013-03-01,2010-12-22,2010-11-01,2010-11-30,monthly,{u'CSV': 7},106.8,7
financial-transactions-data-nhs-hammersmith-and-fulham,2013-06-19,2010-12-22,2010-04-01,2010-11-30,monthly,{u'CSV': 8},153.5,8
diploma-learning-england-2009-10,2013-11-16,2010-12-21,,,,"{u'XLS': 1, u'ZIP': 1}",56.6,2
ict-contracts-coi,2013-03-23,2010-12-21,2010-07-01 00:00,2010-12-21 00:00,,{u'CSV': 1},0.3,1
education-real-time-energy-consumption,2013-10-04,2010-12-21,,,Daily,{u'CSV': 16},1767.3,16
uk-financial-transactions-data-barnet-primary-care-trust,2013-06-19,2010-12-21,2011-03-01,2011-03-31,monthly,{u'CSV': 12},230.2,12
dartford-and-gravesham-financial-transactions-november2010,2013-06-19,2010-12-21,2010-11-01,2010-11-30,monthly,{u'CSV': 1},2.4,1
children-in-needin-england-including-characteristics-2009-10,2013-11-16,2010-12-21,,,,{u'XLS': 1},30.1,1
financial-transactions-south-east-coast-ambulance-service,2013-06-19,2010-12-21,2010-04-01,2010-11-30,monthly,{u'CSV': 8},51.8,8
key-stage-1-attainment-pupil-characteristics-england-2009-10,2013-11-16,2010-12-21,,,,{u'XLS': 1},28.6,1
financial-transactions-data-co-coi,2013-06-19,2010-12-21,2010-05-12,2011-11-30,monthly,{u'CSV': 19},148.2,19
gce-applied-gce-a-as-examination-results-england-2009-10,2013-11-16,2010-12-21,,,,{u'XLS': 5},172.3,5
exceptions-to-government-moratoria-treasury-solicitors-department,2013-06-19,2010-12-21,2010-05-24,2010-10-31,,"{u'CSV': 1, u'XLS': 1}",34.2,2
nov-10-financial-transactions-data-brent-primary-care-trust,2013-06-19,2010-12-21,2010-11-01,2010-11-30,monthly,{u'CSV': 1},15.7,1
financial-transactions-data-liverpool-community-health-nhs-trust,2013-08-05,2010-12-21,2010-11-01,2012-05-31,monthly,{u'XLS': 25},720.9,25
neet-statistics-quarterly-brief-quarter-3-2010,2013-11-16,2010-12-21,,,,"{u'XLS': 3, u'ZIP': 1}",120.1,4
financial-transactions-data-brent-primary-care-trust-nov-10,2013-06-19,2010-12-21,2010-11-01,2010-11-30,monthly,{u'CSV': 1},15.7,1
special-educational-needs-statements-issued-within-26-weeks-2009-10,2013-11-16,2010-12-21,,,,"{u'PDF': 1, u'XLS': 1}",50.5,2
disclosure-ministerial-external-meetings-ministry-of-defence,2013-10-04,2010-12-21,2010-05-13,2013-03-31,quarterly,"{u'PDF': 3, u'CSV': 55}",620.7,58
exceptions-to-government-moratoria-foreign-and-commonwealth-office,2013-04-12,2010-12-20,2010-05-24,2010-10-31,,{u'XLS': 1},1.6,1
transactions,2012-10-13,2010-12-20,2010-04-01,2010-11-30,monthly,{u'XLS': 5},6.2,5
fc-over-25k-1011,2013-11-16,2010-12-20,2010-11-01,2010-11-30,monthly,{u'CSV': 8},81.1,8
financial-transactions-data-central-and-eastern-cheshire-primary-care-trust-nov-2010,2012-11-24,2010-12-20,2010-11-01,2010-11-30,monthly,{u'CSV': 1},17.9,1
financial-transactions-data-east-sussex-hospitals-nhs-trust,2013-06-19,2010-12-20,2010-04-01,2011-01-31,monthly,{u'CSV': 12},5036.9,12
exceptions-to-government-moratoria-mod,2013-06-19,2010-12-17,2010-05-24,2012-09-31,,"{u'CSV': 41, u'XLS': 7}",2063.6,48
financial-transactions-data-north-middlesex-university-hospital-nhs-trust-november-2010,2013-06-19,2010-12-17,2010-11-01,2010-11-30,monthly,{u'CSV': 1},5.7,1
financial-transactions-data-north-middlesex-university-hospital-nhs-trust-october-2010,2013-06-19,2010-12-17,2010-10-01,2010-10-31,monthly,{u'CSV': 1},6.4,1
financial-transactions-data-dartford-and-gravesham-nhs-trust,2013-06-19,2010-12-17,2010-04-01,2010-10-31,monthly,{u'CSV': 2},18.1,2
financial-transactions-data-north-east-ambulance-service-nhs-trust-2010-11,2013-11-16,2010-12-17,2010-04-01,2010-11-30,monthly,{u'CSV': 10},210.2,10
financial-transactions-data-leicestershire-partnership-nhs-trust,2013-11-16,2010-12-17,2010-04-01,2012-02-31,monthly,{u'CSV': 41},757.4,41
financial-transactions-data-wsht-nhs-trust,2013-11-02,2010-12-17,2010-04-01,2011-12-31,monthly,"{u'PDF': 6, u'CSV': 30, u'axd': 6}",968.8,42
spend-over-25k,2013-06-19,2010-12-17,2010-11-01,2010-11-30,monthly,{u'CSV': 1},2.9,1
uk_northeastessexpct_exp_over25k_2010,2013-06-19,2010-12-17,2010-04-01,2010-11-30,monthly,{u'CSV': 3},31.5,3
financial-transactions-data-north-middlesex-university-hospital-nhs-trust-april-2010-to-sept-2010,2013-06-19,2010-12-17,2010-04-01,2010-09-30,monthly,{u'CSV': 6},42.1,6
financial-transactions-data-nhs-harrow,2013-06-19,2010-12-17,2010-04-01,2010-11-30,monthly,{u'CSV': 8},153.5,8
dandg-financial-transactions-over-25k-october-2010,2013-06-19,2010-12-17,2010-10-01,2010-10-31,MONTHYLY,{u'CSV': 1},1.6,1
exceptions-to-government-moratoria-dcms,2013-10-26,2010-12-16,2010-05-24,2013-03-31,,{u'XLS': 5},329.5,5
exceptions-to-government-moratoria-crown-prosecution-service,2013-06-19,2010-12-16,2010-05-24,2010-10-31,,"{u'CSV': 5, u'XLS': 1}",26.8,6
financial-transactions-data-nhs-wiltshire,2013-04-06,2010-12-16,2010-04-01,2011-01-31,monthly,{u'CSV': 10},12.4,10
performance-data-government-ict-projects-31-july-2010,2013-03-23,2010-12-16,2010-07-31,,Not determined yet,"{u'CSV': 2, u'XLS': 1}",0.8,3
exceptions-to-government-moratoria-hmrc,2013-11-16,2010-12-16,2010-05-24,2013-06-30,,"{u'CSV': 5, u'XLS': 8, u'website containing data files': 1}",477.2,14
exceptions-to-government-moratoria-hm-treasury-group,2013-11-16,2010-12-16,2010-05-24,2010-10-31,,"{u'CSV': 16, u'XLS': 6}",265.7,22
exceptions-to-government-moratoria-department-for-education,2013-09-06,2010-12-16,2010-05-24,2010-10-31,,"{u'CSV': 10, u'XLS': 1}",58.1,11
exceptions-to-government-moratoria-department-for-international-development,2013-09-06,2010-12-16,2010-05-24,2010-10-31,,"{u'XLS': 1, u'CSV': 20, u'csv ': 1}",139.4,22
exceptions-to-government-moratoria-defra,2013-09-06,2010-12-16,2010-05-24,2013-06-30,,"{u'doc': 2, u'CSV': 3, u'XLS': 8}",810.3,13
transparency-spend-data,2013-11-14,2010-12-16,2010-04-01,2011-08-31,monthly,{u'CSV': 43},132.8,43
financial-transactions-data-swindon-pct,2013-06-19,2010-12-16,2010-04-01,2011-01-31,monthly,{u'CSV': 10},157.2,10
eeast-financial-transactions-over-25k,2013-10-11,2010-12-16,2010-04-01,2010-11-30,monthly,{u'CSV': 37},261.3,37
november_2010_financial_transactions_data_worcestershire_acute_hospitals_nhs_trust,2013-09-24,2010-12-16,,,monthly,{u'CSV': 1},64.5,1
exceptions-to-government-moratoria-serious-fraud-office,2013-09-06,2010-12-16,2010-05-24,2010-10-31,,{u'XLS': 1},8.4,1
ypla_financial_transactions_november,2013-06-19,2010-12-16,2010-11-01,2010-11-30,monthly,{u'CSV': 1},83.9,1
oep-benchmarking-data-2009-10,2013-06-19,2010-12-16,,,,"{u'PDF': 1, u'XLS': 1}",947.2,2
financial-transactions-data-wehct,2012-11-15,2010-12-16,2010-04-01,2010-12-31,monthly,{u'XML': 9},5.6,9
transparency-spend-payments-to-suppliers-over-500,2013-06-19,2010-12-15,,,monthly,{u'CSV': 29},2249.7,29
esrc-financial-transactions-nov,2013-06-19,2010-12-15,2010-11-01,2010-11-30,monthly,{u'XLS': 1},321.5,1
financial-transactions-devon-partnership-nhs-trust,2013-11-16,2010-12-15,2010-10-01,2011-01-31,monthly,{u'XLS': 43},1021.6,43
financial-transactions-data-nhs-redbridge,2013-06-19,2010-12-14,2010-04-01,2010-09-30,monthly,{u'CSV': 6},115.1,6
bristol-air-quality,2013-06-19,2010-12-14,,,Hourly,{u'CSV': 4},22.1,4
financial-transactions-data-mosi,2013-06-19,2010-12-14,2010-04-01,2010-12-31,monthly,{u'CSV': 10},5.8,10
financial-transactions-data-nhs-coventry,2013-04-05,2010-12-14,2010-04-01,2010-11-30,monthly,{u'XLS': 3},4.9,3
bristol_libraries,2013-06-19,2010-12-13,,,,{u'XML': 1},5.8,1
financial-transactions-data-northern-devon-nhs-trust,2013-03-30,2010-12-13,2010-11-01,2010-11-30,monthly,{u'CSV': 1},61.8,1
financial-transactions-data-the-british-library,2013-11-16,2010-12-13,2010-04-01,2013-10-31,monthly,{u'CSV': 43},244.5,43
financial-transactions-data-2gether-nhs-foundation-trust,2013-11-16,2010-12-13,2010-04-01,2011-02-28,monthly,{u'CSV': 43},119.7,43
england-nhs-connecting-for-health-organisation-data-service-data-files-of-nhs-organisations,2013-09-27,2010-12-13,,,monthly,{u'CSV': 12},6295.9,12
ministerial-data-clg,2013-04-13,2010-12-13,2010-05-12,2010-09-30,quarterly,{u'CSV': 10},16.5,10
financial-transactions-data-redcar-and-cleveland-primary-care-trust-november,2013-06-19,2010-12-13,2010-11-01,2010-11-30,monthly,{u'CSV': 1},6.8,1
financial-transactions-data-middlesbrough-primary-care-trust-november,2013-06-19,2010-12-13,2010-11-01,2010-11-30,monthly,{u'CSV': 1},10.2,1
special-advisers-clg,2013-04-13,2010-12-13,2010-05-13,2010-09-30,quarterly,{u'CSV': 4},6.6,4
financial-transactions-transparency,2012-11-15,2010-12-13,2010-04-01,2011-03-31,monthly,{u'CSV': 12},19.6,12
financial-transactions-data-plymouth-pct-nov2010,2013-11-16,2010-12-13,2010-11-01,2010-11-30,monthly,{u'CSV': 1},120.3,1
london-nhs-healthcare-benchmarking-tool,,2010-12-11,,,quarterly,{},0.0,0
financial-transactions-data-fco,2013-11-16,2010-12-10,2010-05-12,2012-12-31,monthly,"{u'CSV': 40, u'XLS': 1, u'xlb': 1}",4719.3,42
barnsley,2012-11-23,2010-12-10,2010-04-01,2011-02-28,monthly,{u'CSV': 6},206.8,6
financial-transactions-data-nhs-derby-city,2013-06-19,2010-12-10,2010-04-01,2012-04-30,monthly,{u'CSV': 36},799.1,36
financial-transactions-data-cct,2013-08-23,2010-12-10,2010-04-01,2011-01-31,monthly,{u'CSV': 12},12.0,12
ytdsep10,2013-06-19,2010-12-09,2010-04-01,2010-11-30,monthly,"{u'CSV': 2, u'XLS': 6}",153.5,8
local-authority-spending-over-500-barnet,2013-04-13,2010-12-08,,,quarterly,"{u'CSV': 1, u'XLS': 1}",63.0,2
local-authority-spending-over-500-chorley,2013-06-19,2010-12-08,2010-04-01,2010-10-31,monthly,{u'CSV': 7},368.1,7
local-authority-spending-over-500-kingston-upon-thames,2013-06-19,2010-12-08,2010-04-01,2010-10-31,monthly,{u'XLS': 5},1216.0,5
local-authority-spending-over-500-basingstoke-and-deane,2013-06-19,2010-12-08,2010-04-01,2010-10-31,monthly,{u'CSV': 7},291.1,7
local-authority-spending-over-500-westminster,2013-09-28,2010-12-08,2010-04-01,2010-09-30,monthly,{u'CSV': 2},202.0,2
local-authority-spending-over-500-sevenoaks,2013-11-16,2010-12-08,2010-08-01,2010-10-31,monthly,{u'CSV': 3},55.5,3
local-authority-spending-over-500-kent,2013-06-19,2010-12-08,2010-08-01,2010-10-31,monthly,{u'XLS': 3},6442.0,3
local-authority-spending-over-500-southampton,2013-06-19,2010-12-08,2010-04-01,2010-09-30,annual,{u'XLS': 1},15.6,1
local-authority-spending-over-500-darlington,2012-11-15,2010-12-08,2010-07-01,2010-09-30,quarterly,{u'CSV': 1},3.2,1
local-authority-spending-over-500-hartlepool,2013-04-13,2010-12-08,2010-04-01,2010-10-31,quarterly,{u'XLS': 1},18.9,1
local-authority-spending-over-500-islington,2013-05-11,2010-12-08,2010-04-01,2010-10-31,monthly,{u'XLS': 7},1416.7,7
local-authority-spending-over-500-forest-heath,2013-06-19,2010-12-08,2010-04-01,2010-10-31,monthly,{u'CSV': 7},225.1,7
local-authority-spending-over-500-brighton-and-hove,2013-09-07,2010-12-08,2010-06-01,2010-10-31,monthly,{u'CSV': 6},6500.4,6
local-authority-spending-over-500-south-ribble,2013-06-19,2010-12-08,2010-04-01,2010-10-31,monthly,{u'CSV': 7},71.0,7
local-authority-spending-over-500-cherwell,2013-06-19,2010-12-08,2010-06-01,2010-10-31,quarterly,{u'CSV': 2},319.9,2
local-authority-spending-over-500-tendring,2013-04-13,2010-12-08,2010-01-01,2010-09-30,Cumulative,{u'XLS': 1},44.8,1
local-authority-spending-over-500-wakefield,2013-02-16,2010-12-08,2010-04-01,2010-06-30,quarterly,{u'XLS': 1},1.9,1
local-authority-spending-over-500-bromley,2013-01-05,2010-12-08,2010-06-01,2010-10-31,monthly,{u'CSV': 5},68.7,5
local-authority-spending-over-500-chichester,2013-06-19,2010-12-08,2010-10-01,2010-11-30,monthly,"{u'CSV': 1, u'XLS': 1}",44.8,2
jobs_density,2013-06-19,2010-12-08,,,annual,{u'': 1},12.7,1
local-authority-spending-over-500-hertfordshire,2012-11-24,2010-12-08,2010-04-01,2010-09-30,monthly,{u'XLS': 6},18.5,6
local-authority-spending-over-500-babergh,2013-04-13,2010-12-08,,,monthly,{u'CSV': 3},84.3,3
financial-transactions-data-royal-armouries,2013-11-11,2010-12-08,2010-04-01,2013-10-27,monthly,{u'CSV': 44},19.0,44
local-authority-spending-over-500-cheshire-west-and-chester,2013-06-19,2010-12-08,2010-04-01,2010-10-31,monthly,"{u'XML': 7, u'CSV': 7}",1.1,14
local-authority-spending-over-500-torridge,2013-06-19,2010-12-08,2010-04-01,2010-10-31,monthly,{u'CSV': 7},611.1,7
financial-transactions-data-frimley-park-hospital-nhs-foundation-trust-nov-10,2013-03-15,2010-12-07,2010-11-01,2010-11-30,monthly,{u'CSV': 1},0.1,1
ons-published-contracts,2013-03-23,2010-12-07,,,,{u'CSV': 1},16.4,1
pupil-absence-in-schools-in-england,2013-11-16,2010-12-07,,,annual,{u'XLS': 2},58.7,2
financial-transactions-data-epsom-st-helier-university-hospitals-nhs-trust,2013-11-07,2010-12-07,2010-04-01,2013-09-30,monthly,{u'CSV': 42},885.7,42
children-with-special-educational-needs-2010,2013-11-16,2010-12-07,,,annual,"{u'PDF': 6, u'XLS': 6}",539.0,12
gcse-and-equivalent-results-in-england-2009-10,2013-11-16,2010-12-07,,,annual,{u'XLS': 2},56.6,2
referrals-assessments-and-children-who-were-the-subject-of-a-child-protection-plan-2010,2013-11-16,2010-12-07,,,annual,"{u'XLS': 1, u'ZIP': 1}",56.9,2
financial-transactions-data-tameside-hospital-nhs-foundation-trust,2013-11-13,2010-12-07,2010-04-01,2013-09-30,monthly,{u'CSV': 43},668.9,43
financial-transactions-data-southwark-pct,2013-11-16,2010-12-07,2010-04-01,2010-09-30,monthly,{u'CSV': 12},404.6,12
financial-transactions-data-technology-strategy-board,2013-11-16,2010-12-07,2010-04-01,2011-02-28,monthly,{u'CSV': 40},1328.3,40
school-capacity-2009-10,2013-11-16,2010-12-07,,,annual,{u'XLS': 1},25.0,1
early-years-foundation-stage-profile-results-england-2010,2013-11-16,2010-12-07,,,annual,"{u'XLS': 2, u'ZIP': 1}",94.4,3
royal-united-hospital-bath-nhs-trust-expenditure-over-25000,2013-06-19,2010-12-07,2010-04-01,2011-02-28,monthly,{u'CSV': 15},107.9,15
national-school-financial-transactions-2010-11,2013-03-16,2010-12-06,,,monthly,{u'CSV': 12},190.4,12
financial-transactions-data-lewisham-pct,2012-10-12,2010-12-06,2010-04-01,2010-12-31,monthly,{u'CSV': 9},1.9,9
barnsley_primary_care_trust_invoices_over_25k,2012-06-27,2010-12-06,2010-10-01,2010-10-31,monthly,{u'CSV': 2},127.0,2
homes-and-communities-agency-spending-data,2013-06-19,2010-12-06,2010-04-01,2011-02-28,monthly,{u'CSV': 33},20144.5,33
financial-transactions-data-tamesideandglossop,2013-06-19,2010-12-06,2010-04-01,2011-03-31,monthly,{u'CSV': 31},746.0,31
payments-data-worcestershire-pct,2013-06-19,2010-12-06,2012-04-01,2012-04-30,monthly,{u'CSV': 35},474.6,35
financial-transactions-data-christie-nhs-foundation-trust,2013-10-16,2010-12-06,2010-05-01,2013-04-30,monthly,{u'CSV': 42},287.0,42
land-registry-payments,2013-11-16,2010-12-06,2010-04-01,2011-01-31,monthly,{u'CSV': 10},716.6,10
financial-transactions-data-nhs-western-cheshire,2013-09-07,2010-12-06,2010-04-01,2012-01-31,monthly,{u'CSV': 36},3096.7,36
financial-transactions-data-ltgdc,2013-01-18,2010-12-06,2010-04-01,2010-10-31,monthly,{u'CSV': 1},10.2,1
ashfield-polling-station,2012-11-23,2010-12-06,,,annual,{u'XML': 1},3.3,1
